,Dataset No.,Run No.,Power weight,Num. weight,Dist. weight,Power_first,Num. Active Sensors_first,Avg. Dist. to Sink node_first,Power_last,Num. Active Sensors_last,Avg. Dist. to Sink node_last
0,1.0,0.0,0.1,0.1,0.8,22309.740071403772,28.0,315.509833750399,17142.561034894323,24.0,215.23446682515223
1,1.0,0.0,0.2,0.1,0.7,19069.445955628817,32.0,283.1606389283828,10769.896392996285,33.0,276.35925204742534
2,1.0,0.0,0.5,0.1,0.4,17199.44536545675,27.0,298.9939621930225,10869.412552852533,31.0,278.0118254119713
3,1.0,0.0,0.6,0.1,0.3,16676.321097781612,36.0,306.64736558898085,10632.336851045393,31.0,283.18628026074
4,1.0,0.0,0.7,0.1,0.2,15746.445913140276,30.0,273.17165464653493,10632.336851045393,31.0,283.18628026074
5,1.0,0.0,0.8,0.1,0.1,14315.769149589323,35.0,288.1818495124371,10746.228971966651,31.0,286.87668956106035
6,1.0,0.0,0.1,0.2,0.7,17429.751189782706,34.0,267.240295648414,15781.286941018237,27.0,228.56365454178305
7,1.0,0.0,0.2,0.2,0.6,14805.624506238608,36.0,315.77550856634167,10769.896392996285,33.0,276.35925204742534
8,1.0,0.0,0.5,0.2,0.3,19690.27291433322,25.0,311.90077764147475,10561.53873184255,31.0,288.64038304358365
9,1.0,0.0,0.6,0.2,0.2,15304.036202246982,31.0,289.6076055874621,10561.53873184255,31.0,288.64038304358365
10,1.0,0.0,0.7,0.2,0.1,19212.608910253217,33.0,306.07410172492416,10567.367815928554,31.0,288.6827190245473
11,1.0,0.0,0.1,0.3,0.6,18808.006788548304,29.0,283.2731882047458,14165.996598099879,29.0,237.83310480953915
12,1.0,0.0,0.5,0.3,0.2,21977.11774109732,26.0,305.90770918045985,10561.53873184255,31.0,288.64038304358365
13,1.0,0.0,0.6,0.3,0.1,16946.988516874866,28.0,268.1127297740497,10567.367815928554,31.0,288.6827190245473
14,1.0,0.0,0.1,0.4,0.5,23307.17542862298,27.0,304.7966101568494,12579.243497078305,31.0,252.1319744190397
15,1.0,0.0,0.5,0.4,0.1,21058.221260714887,27.0,266.1838025583897,10567.367815928554,31.0,288.6827190245473
16,1.0,0.0,0.1,0.5,0.4,21642.81922046371,23.0,282.683290179424,12986.664048225452,26.0,282.23872973033406
17,1.0,0.0,0.1,0.6,0.3,14962.200447713676,37.0,304.5561174565327,14297.106023344964,24.0,288.4482364752702
18,1.0,0.0,0.1,0.7,0.2,16188.389418699908,36.0,299.5370538523842,15369.44180990221,22.0,283.00715732907565
19,1.0,0.0,0.1,0.8,0.1,22630.295735953103,22.0,270.5997919373213,15955.231748219772,20.0,303.52735495015406
20,1.0,1.0,0.1,0.1,0.8,16871.045637933676,36.0,272.9255013962153,18311.481789553185,25.0,226.58036274715255
21,1.0,1.0,0.2,0.1,0.7,13674.8677109593,38.0,277.9503079690626,10760.591651682083,31.0,268.91181266634953
22,1.0,1.0,0.5,0.1,0.4,17026.471623270067,30.0,311.05957025168505,12568.627725992665,30.0,290.25379705940634
23,1.0,1.0,0.6,0.1,0.3,23115.838090254623,26.0,273.3921233353891,11013.691914940384,30.0,282.70458162806545
24,1.0,1.0,0.7,0.1,0.2,22427.013785337094,29.0,332.3072448792104,11013.691914940384,30.0,282.70458162806545
25,1.0,1.0,0.8,0.1,0.1,19524.85683120437,28.0,301.23969383091224,15967.803103834542,25.0,269.1953338780538
26,1.0,1.0,0.1,0.2,0.7,16508.16509723409,38.0,332.41562843804047,15386.485869586631,25.0,221.49637107850464
27,1.0,1.0,0.2,0.2,0.6,17061.189936799048,34.0,275.62849942423463,10760.591651682083,31.0,268.91181266634953
28,1.0,1.0,0.5,0.2,0.3,21063.267825971256,30.0,308.11068758348506,10410.590844455208,31.0,271.8432896028569
29,1.0,1.0,0.6,0.2,0.2,17078.015261309978,32.0,313.3268947761414,10410.590844455208,31.0,271.8432896028569
30,1.0,1.0,0.7,0.2,0.1,15003.793338323372,33.0,287.4825871198024,11182.510436008495,34.0,279.3624144243747
31,1.0,1.0,0.1,0.3,0.6,17174.997746530196,30.0,303.3618250921647,14003.0729115946,28.0,233.66775442559455
32,1.0,1.0,0.5,0.3,0.2,16507.655748751502,34.0,284.35088553667134,10410.590844455208,31.0,271.8432896028569
33,1.0,1.0,0.6,0.3,0.1,25353.959171087175,24.0,283.2023324630192,11182.510436008495,34.0,279.3624144243747
34,1.0,1.0,0.1,0.4,0.5,16637.395505025543,34.0,294.4999768674109,12629.990597959024,30.0,250.28710009613437
35,1.0,1.0,0.5,0.4,0.1,23846.19037611381,23.0,272.6082708314754,11514.143132938189,33.0,281.09172198946607
36,1.0,1.0,0.1,0.5,0.4,24434.41023355141,29.0,273.4599304619943,12475.21472218187,24.0,275.6862905221014
37,1.0,1.0,0.1,0.6,0.3,18842.646647460817,28.0,270.32812686303305,13552.363993763083,23.0,283.4918339223792
38,1.0,1.0,0.1,0.7,0.2,17502.43224469157,26.0,273.31142630874683,14404.207510482425,21.0,280.0370799621577
39,1.0,1.0,0.1,0.8,0.1,17429.530710271083,33.0,246.55623145925625,15671.468080546458,19.0,264.4219705502183
40,1.0,2.0,0.1,0.1,0.8,15658.552450889534,31.0,284.2407124659221,17822.878770985622,23.0,222.24852836188387
41,1.0,2.0,0.2,0.1,0.7,16869.200246820226,30.0,316.2661373110089,11637.422408550021,32.0,284.65846384549275
42,1.0,2.0,0.5,0.1,0.4,16967.025076211452,32.0,308.6412664487645,13936.91236270725,27.0,288.45178912310524
43,1.0,2.0,0.6,0.1,0.3,15063.319383523505,31.0,280.8495851587686,12250.444285448057,28.0,292.8867187448379
44,1.0,2.0,0.7,0.1,0.2,29402.85897340739,27.0,319.3384886277853,12250.444285448057,28.0,292.8867187448379
45,1.0,2.0,0.8,0.1,0.1,22120.06220566057,21.0,227.01751031096813,15106.253787679685,24.0,267.3880142453699
46,1.0,2.0,0.1,0.2,0.7,20447.33563104394,29.0,302.5494729328825,16041.699722304078,26.0,227.22846734983725
47,1.0,2.0,0.2,0.2,0.6,16509.547306968652,30.0,299.37539354003496,11637.422408550021,32.0,284.65846384549275
48,1.0,2.0,0.5,0.2,0.3,20555.557449891014,30.0,300.01065449326046,11620.142755351128,27.0,287.1949384745749
49,1.0,2.0,0.6,0.2,0.2,18329.8317989493,26.0,300.20660829480863,11620.142755351128,27.0,287.1949384745749
50,1.0,2.0,0.7,0.2,0.1,18367.957609630263,29.0,285.20684158829783,11620.142755351128,27.0,287.1949384745749
51,1.0,2.0,0.1,0.3,0.6,18489.93306504711,28.0,299.4493790653728,14760.746526651696,28.0,249.36552068977625
52,1.0,2.0,0.5,0.3,0.2,16993.849017339162,32.0,265.64546775679014,11620.142755351128,27.0,287.1949384745749
53,1.0,2.0,0.6,0.3,0.1,24013.613689690188,26.0,267.9031444363824,11620.142755351128,27.0,287.1949384745749
54,1.0,2.0,0.1,0.4,0.5,18374.853532454053,31.0,287.1245973577045,13184.934602722285,28.0,260.73109759712673
55,1.0,2.0,0.5,0.4,0.1,15848.575997126314,27.0,301.5074890597825,11620.142755351128,27.0,287.1949384745749
56,1.0,2.0,0.1,0.5,0.4,19933.69085254308,25.0,302.8841403775515,13282.020346669835,26.0,273.2245578634974
57,1.0,2.0,0.1,0.6,0.3,14456.790844493868,35.0,301.67638535358765,14134.474772393281,23.0,266.71774564480756
58,1.0,2.0,0.1,0.7,0.2,20975.634378490173,25.0,259.6521030556718,14890.18479213211,21.0,263.50344549404264
59,1.0,2.0,0.1,0.8,0.1,17048.701360208914,32.0,296.22322720737753,15520.16373252101,19.0,264.8943199284844
60,1.0,3.0,0.1,0.1,0.8,22378.797777272357,31.0,288.931243592729,17525.325158066174,27.0,220.24694580972223
61,1.0,3.0,0.2,0.1,0.7,22145.232924042804,24.0,276.42827056967064,10559.124714150643,32.0,281.34708119812865
62,1.0,3.0,0.5,0.1,0.4,15489.646733842024,28.0,282.8737452459949,11127.894026511287,33.0,294.4788680745378
63,1.0,3.0,0.6,0.1,0.3,15912.503287320138,33.0,289.05049215145164,10379.038990689338,33.0,286.0468838763584
64,1.0,3.0,0.7,0.1,0.2,18658.61158913583,31.0,284.91323532105247,10379.038990689338,33.0,286.0468838763584
65,1.0,3.0,0.8,0.1,0.1,15828.032986197039,34.0,287.00314151101696,10379.038990689338,33.0,286.0468838763584
66,1.0,3.0,0.1,0.2,0.7,22013.724771004814,34.0,314.63104671772055,15354.941919749592,28.0,221.3168923766513
67,1.0,3.0,0.2,0.2,0.6,14121.151197420617,35.0,296.14444190929174,10559.124714150643,32.0,281.34708119812865
68,1.0,3.0,0.5,0.2,0.3,16734.130251281586,28.0,279.2597241601427,10299.783037159943,33.0,286.29682597851115
69,1.0,3.0,0.6,0.2,0.2,17149.010867874546,27.0,292.30504811755833,10299.783037159943,33.0,286.29682597851115
70,1.0,3.0,0.7,0.2,0.1,18401.234367343182,28.0,299.078894080929,10299.783037159943,33.0,286.29682597851115
71,1.0,3.0,0.1,0.3,0.6,17852.94400387374,32.0,294.2957817593099,14011.145881593415,29.0,232.31401588292002
72,1.0,3.0,0.5,0.3,0.2,18831.8398766754,27.0,276.38382388336197,10299.783037159943,33.0,286.29682597851115
73,1.0,3.0,0.6,0.3,0.1,16657.99144866479,31.0,269.6883860448856,10299.783037159943,33.0,286.29682597851115
74,1.0,3.0,0.1,0.4,0.5,18886.23580474627,30.0,265.212648276751,12402.777886472397,31.0,249.84986701063787
75,1.0,3.0,0.5,0.4,0.1,15882.23790942474,37.0,262.16875939472936,10769.479952392816,34.0,289.68384420117354
76,1.0,3.0,0.1,0.5,0.4,18547.14976950558,32.0,301.758518563971,12746.409468040554,25.0,281.98829257389696
77,1.0,3.0,0.1,0.6,0.3,17744.3901173337,27.0,305.0826689879906,13528.788042782919,23.0,277.4439211648959
78,1.0,3.0,0.1,0.7,0.2,17398.468260437978,31.0,293.7165448547832,14784.897499584302,21.0,265.1993735869032
79,1.0,3.0,0.1,0.8,0.1,19494.247914585412,32.0,323.10931051801066,15980.706104553234,20.0,286.31326847756316
80,1.0,4.0,0.1,0.1,0.8,14787.89841435933,38.0,313.0735656905564,18352.420084147023,22.0,233.3543586307999
81,1.0,4.0,0.2,0.1,0.7,16819.84099199839,29.0,291.8284112590907,10503.5062650855,32.0,285.03292326947366
82,1.0,4.0,0.5,0.1,0.4,18620.18900029286,33.0,314.2632672344653,11801.522622136803,27.0,288.26695741456723
83,1.0,4.0,0.6,0.1,0.3,14979.75150899483,33.0,276.87759903992503,11403.39359197314,30.0,281.4608971675601
84,1.0,4.0,0.7,0.1,0.2,18922.028158100562,31.0,317.85189360341366,11403.39359197314,30.0,281.4608971675601
85,1.0,4.0,0.8,0.1,0.1,16248.195932523959,33.0,288.3875393110481,12162.059658190192,30.0,292.64820840456053
86,1.0,4.0,0.1,0.2,0.7,17260.8460644772,26.0,300.9522109909694,16206.074300646807,24.0,234.30471783598094
87,1.0,4.0,0.2,0.2,0.6,21790.65737121244,30.0,328.4024442687126,10503.5062650855,32.0,285.03292326947366
88,1.0,4.0,0.5,0.2,0.3,22763.764967079056,22.0,295.9629087488501,11198.704417054814,30.0,292.9891135264007
89,1.0,4.0,0.6,0.2,0.2,25845.24982601658,24.0,316.6264277339416,11198.704417054814,30.0,292.9891135264007
90,1.0,4.0,0.7,0.2,0.1,15871.669000950158,36.0,297.49260973994575,11198.704417054814,30.0,292.9891135264007
91,1.0,4.0,0.1,0.3,0.6,20289.79489937021,30.0,315.09617352453245,14052.031989481266,27.0,236.71574190428618
92,1.0,4.0,0.5,0.3,0.2,15458.817692973967,27.0,286.85880565699654,11198.704417054814,30.0,292.9891135264007
93,1.0,4.0,0.6,0.3,0.1,17621.855466403922,30.0,317.55348858126985,11198.704417054814,30.0,292.9891135264007
94,1.0,4.0,0.1,0.4,0.5,30008.246189097805,23.0,324.007519512192,12824.159072261704,28.0,256.9398338011301
95,1.0,4.0,0.5,0.4,0.1,19427.579787333827,23.0,266.487164321586,11988.231909121467,29.0,292.8703852961352
96,1.0,4.0,0.1,0.5,0.4,16012.381176567564,31.0,298.52315346064887,12827.82963123208,25.0,282.931171580064
97,1.0,4.0,0.1,0.6,0.3,16705.70168276903,26.0,303.9990058099507,13652.78569382738,23.0,287.91362022542404
98,1.0,4.0,0.1,0.7,0.2,17886.758739517943,28.0,272.48957789339175,14665.73885402446,21.0,269.63790423760213
99,1.0,4.0,0.1,0.8,0.1,16385.54267992788,30.0,290.2670606446383,15963.189289697633,19.0,273.85601818624684
